,ref,department,description,awardee,award_date,sum,period,url,start,end
149,1116EM23T,Electrical and Mechanical Services Department,Quadrennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Various Premises of the Government of the Hong Kong Special Administrative Region (Package One of KO15),Kone Elevator (HK) Limited,2023-12-01 00:00:00,Kone Elevator (HK) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
150,1154EM23T,Electrical and Mechanical Services Department,"Triennial Term Contract for Operation and Maintenance of Air-conditioning Installations for Hong Kong Police Force, Correctional Services Department, Fire Services Department, Independent Commission Against Corruption and Security Bureau in Hong Kong Cluster for the Government of The Hong Kong Special Administrative Region",Quad-Tech Engineering (H.K.) Company Limited,2023-12-01 00:00:00,Quad-Tech Engineering (H.K.) Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
151,2476EM22T,Electrical and Mechanical Services Department,"Triennial Term Contract for Provision of Maintenance, Modification and Installation Works of Electronic and E&M Control Systems at Various Sewage Treatment Works and Their Outstations for Drainage Services Department",Chevalier (Envirotech) Limited,2023-12-01 00:00:00,Chevalier (Envirotech) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
152,1199EM23T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Maintenance of Electrical and Mechanical Installations at Tuen Mun Children and Juvenile Home, Siu Lam Integrated Rehabilitation Service Complex and Various Premises in New Territories Region",Standard Refrigeration & Engineering Company Limited,2023-12-01 00:00:00,Standard Refrigeration & Engineering Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
153,1296EM23T,Electrical and Mechanical Services Department,"Triennial Term Contract for the Comprehensive Maintenance and Repair of Lift Installations at Central Government Offices, Chief Executive’s Office and Legislative Council Complex, Tamar",Fujitec (HK) Company Limited,2023-12-01 00:00:00,Fujitec (HK) Company Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
154,1253EM23T,Electrical and Mechanical Services Department,Triennial Term Contract for Operation and Maintenance of Air-conditioning Installations in Various Venues of the Government of the Hong Kong Special Administrative Region Maintained by New Territories Maintenance Sub-division of General Engineering Services Division,Yordland Engineering Limited,2023-12-01 00:00:00,Yordland Engineering Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
155,1309EM23T,Electrical and Mechanical Services Department,"Term Contract for the Maintenance and Repair of, Alteration, Addition and Improvement Works to Electrical Installations Maintained by Kowloon Maintenance Sub-division of General Engineering Services Division",Interlite (Asia) Limited,2023-12-01 00:00:00,Interlite (Asia) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
156,2BDTD23003,Electrical and Mechanical Services Department,Provision of SAP Enterprise Support Service from year 2024 to year 2025 to the Electrical and Mechanical Services Trading Fund,DynaSys Solutions Limited,2023-11-01 00:00:00,DynaSys Solutions Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
157,2313EM22W,Electrical and Mechanical Services Department,Replacement of Traffic Control and Surveillance System of the Lion Rock Tunnel,Parsons Delcan Inc.,2023-11-01 00:00:00,Parsons Delcan Inc.,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
158,1315EM22W,Electrical and Mechanical Services Department,Supply and Installation for baggage identification and tracking system in Hong Kong International Airport (HKIA),PCCW Technical Services Limited,2023-11-01 00:00:00,PCCW Technical Services Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
159,EMS/T/01/2023(A),Electrical and Mechanical Services Department,Provision of Light Goods Vehicles for Hiring by Electrical and Mechanical Services Department,(1) Lison Transportation Co. Ltd.(2) Dah Chong Hong (Motor Leasing) Limited,2023-11-01 00:00:00,(1) Lison Transportation Co. Ltd.(2) Dah Chong Hong (Motor Leasing) Limited,,https://www.emsd.gov.hk/en/tenders_contracts_and_consultancies/tender_notices/award_of_tender/index.html,,
